Representative Name,Product,State,Sale Amount,Quarter
Myrtle Hodges,homeopathic remedy,Massachusetts,522.92,Q4
Warren Warren,watermelon,New York,1860.06,Q4
Stephen Baker,snake,New York,3809.13,Q4
Maude Hoffman,watermelon,Texas,17.57,Q4
Nora Gray,beanie baby,Texas,121.85,Q4
Sophia Wilson,401k,California,1428.18,Q4
Jeff Jennings,beanie baby,Texas,16.27,Q4
Samuel Yates,watermelon,Massachusetts,2402.54,Q4
Eleanor Patrick,homeopathic remedy,Florida,1133.20,Q4
Jesus Hampton,watermelon,Texas,90.75,Q4
Lula Thompson,watermelon,New York,9979.59,Q4
Lelia Graves,401k,Massachusetts,914.70,Q4
Samuel Yates,401k,California,6060.32,Q4
Richard Luna,401k,Florida,989.17,Q4
Hulda Munoz,snake,Massachusetts,5977.26,Q4
Eva Carter,snake,Florida,35.30,Q4
Jeff Jennings,beanie baby,Florida,9552.00,Q4
Alice McGuire,401k,California,4459.85,Q4
Isabelle Mills,snake,Texas,1215.70,Q4
Genevieve Thornton,snake,Florida,1026.92,Q4
Jeff Jennings,homeopathic remedy,Florida,489.08,Q4
Sarah Massey,beanie baby,Massachusetts,9278.13,Q4
Edgar Wilkins,401k,New York,1216.45,Q4
Manuel Boyd,beanie baby,Massachusetts,7901.54,Q4
Annie Perkins,watermelon,Florida,5677.35,Q4
Sophia Stephens,homeopathic remedy,Texas,187.33,Q4
Charlie West,snake,Massachusetts,2640.49,Q4
Amelia Pope,homeopathic remedy,New York,8635.85,Q4
Tom Massey,beanie baby,New York,6379.22,Q4
May Webster,watermelon,Texas,9306.83,Q4
Billy Lucas,homeopathic remedy,California,848.33,Q4
Estelle Zimmerman,beanie baby,Florida,1258.24,Q4
Winnie Norman,watermelon,California,2.99,Q4
Luis Gilbert,homeopathic remedy,Texas,6366.27,Q4
Viola Watson,401k,New York,2281.82,Q4
Billy Lucas,snake,California,835.18,Q4
Helen Kelly,401k,California,57.16,Q4
Samuel Yates,401k,Massachusetts,5502.62,Q4
Ivan Moore,homeopathic remedy,New York,429.79,Q4
Warren Warren,snake,Texas,1380.01,Q4
Sally Tucker,watermelon,Florida,815.43,Q4
Douglas Edwards,snake,Texas,9725.31,Q4
Cordelia Washington,homeopathic remedy,Texas,2234.25,Q4
Sophia Wilson,homeopathic remedy,Florida,3486.70,Q4
Tom Massey,snake,Texas,290.65,Q4
Lula Thompson,snake,Massachusetts,3661.02,Q4
Lelia Bowen,401k,Massachusetts,3145.53,Q4
Lelia Graves,homeopathic remedy,Florida,1015.79,Q4
Johnny Wagner,beanie baby,Massachusetts,5011.87,Q4
Mae Summers,watermelon,New York,3.62,Q4
Shane Estrada,homeopathic remedy,California,1468.52,Q4
Marc Bell,beanie baby,Texas,150.87,Q4
Richard Luna,homeopathic remedy,Massachusetts,6037.19,Q4
Luis Gilbert,homeopathic remedy,California,286.69,Q4
Sarah Massey,homeopathic remedy,Texas,53.67,Q4
Caroline Berry,watermelon,California,996.11,Q4
Abbie Jenkins,homeopathic remedy,Florida,3752.16,Q4
Lela Harvey,401k,California,1677.72,Q4
Marc Bell,watermelon,Texas,2589.54,Q4
Cordelia Washington,homeopathic remedy,New York,8590.47,Q4
Sally Tucker,401k,Florida,9367.59,Q4
Billy Lucas,401k,Massachusetts,6062.15,Q4
Gilbert Horton,snake,Massachusetts,2835.84,Q4
Nettie Copeland,401k,New York,4434.01,Q4
Jesus Hampton,snake,California,6303.41,Q4
Nettie Copeland,homeopathic remedy,Texas,3175.53,Q4
Abbie Jenkins,homeopathic remedy,Texas,7895.28,Q4
Helen Kelly,beanie baby,New York,5102.34,Q4
Bruce Berry,homeopathic remedy,New York,5564.09,Q4
Ida Hale,snake,New York,9789.19,Q4
Angel Reese,snake,Florida,9842.93,Q4
Isabelle Mills,homeopathic remedy,Texas,8567.07,Q4
Douglas Edwards,401k,Texas,2772.71,Q4
Nora Brooks,401k,New York,5535.18,Q4
Warren Warren,homeopathic remedy,California,9838.58,Q4
Birdie Simmons,401k,Florida,1818.03,Q4
Alice McGuire,homeopathic remedy,California,7442.00,Q4
Isabelle Mills,beanie baby,California,17.14,Q4
Eleanor Patrick,watermelon,California,5877.09,Q4
Charlie West,snake,Texas,251.64,Q4
Mamie Roy,homeopathic remedy,Florida,322.47,Q4
Bruce Berry,401k,Texas,749.91,Q4
Gertrude Harrington,snake,Florida,4130.80,Q4
Shawn Martin,401k,New York,977.33,Q4
Sally Tucker,401k,Florida,2270.36,Q4
Lela Harvey,beanie baby,New York,2449.70,Q4
Iva Holmes,snake,Massachusetts,2211.23,Q4
Mark Parks,watermelon,Massachusetts,2645.63,Q4
Emily Gardner,watermelon,Florida,6902.65,Q4
Lottie Graham,homeopathic remedy,New York,503.90,Q4
Sarah Massey,watermelon,New York,1324.54,Q4
Tom Massey,401k,Texas,886.58,Q4
Viola Watson,beanie baby,Massachusetts,2452.67,Q4
Samuel Yates,401k,Texas,4225.89,Q4
Myrtle Hodges,watermelon,New York,7997.06,Q4
Hulda Munoz,401k,Texas,7170.27,Q4
May Webster,snake,California,1070.15,Q4
Helen Kelly,beanie baby,New York,0.17,Q4
May Webster,snake,Massachusetts,9655.54,Q4
Amelia Pope,watermelon,New York,455.49,Q4
Bruce Berry,401k,Massachusetts,3404.08,Q4
Jose Harmon,watermelon,New York,8221.55,Q4
Jeff Jennings,snake,Florida,6431.14,Q4
Estella Dawson,beanie baby,Massachusetts,1423.19,Q4
Jose Harmon,watermelon,New York,4053.01,Q4
Bruce Berry,watermelon,Massachusetts,7527.80,Q4
Eva Carter,beanie baby,Texas,164.12,Q4
Birdie Carter,homeopathic remedy,New York,2758.58,Q4
James Green,401k,New York,2204.33,Q4
Nettie Copeland,homeopathic remedy,New York,3720.17,Q4
Henrietta Wood,snake,Florida,585.81,Q4
Sally Tucker,401k,Texas,902.01,Q4
Luis Gilbert,watermelon,New York,522.19,Q4
Angel Reese,snake,Texas,3257.60,Q4
Viola Watson,401k,Texas,7763.25,Q4
Manuel Boyd,beanie baby,Texas,2204.49,Q4
Elmer McLaughlin,beanie baby,Massachusetts,0.27,Q4
Virgie Walton,snake,Texas,3749.24,Q4
Mae Summers,snake,Massachusetts,2817.41,Q4
Warren Warren,homeopathic remedy,Florida,2034.93,Q4
Charlie West,401k,California,496.25,Q4
Viola Watson,homeopathic remedy,New York,738.35,Q4
Laura Morrison,beanie baby,Texas,611.84,Q4
Cordelia Washington,homeopathic remedy,California,538.16,Q4
Marc Bell,401k,Texas,6744.00,Q4
Warren Warren,watermelon,Massachusetts,498.65,Q4
Caroline Berry,homeopathic remedy,New York,2204.41,Q4
Warren Warren,watermelon,California,12.17,Q4
Charlie West,401k,Massachusetts,2185.19,Q4
Douglas Edwards,homeopathic remedy,Florida,3950.80,Q4
Gertrude Harrington,watermelon,Florida,757.50,Q4
Nannie Clarke,homeopathic remedy,New York,5797.84,Q4
Angel Reese,watermelon,Texas,6492.32,Q4
Sally Tucker,homeopathic remedy,Massachusetts,5518.68,Q4
Billy Lucas,watermelon,Massachusetts,3417.76,Q4
Antonio Walton,homeopathic remedy,New York,2303.35,Q4
Laura Morrison,beanie baby,Texas,179.57,Q4
Amelia Pope,beanie baby,Massachusetts,1031.47,Q4
Billy Lucas,401k,Texas,8520.87,Q4
Nora Gray,beanie baby,Massachusetts,1582.59,Q4
Josephine Bowen,beanie baby,Florida,9872.79,Q4
Antonio Walton,401k,New York,49.62,Q4
Mamie Roy,beanie baby,Florida,4972.60,Q4
Charlotte Bryan,homeopathic remedy,California,6579.52,Q4
Sarah Massey,homeopathic remedy,California,64.18,Q4
Ina Evans,beanie baby,New York,1185.51,Q4
Johnny Wagner,snake,Massachusetts,1618.40,Q4
Jeff Jennings,401k,Florida,2332.29,Q4
Eva Carter,watermelon,Texas,1781.32,Q4
Mamie Roy,401k,New York,5321.60,Q4
Jeremiah Norton,watermelon,Massachusetts,245.54,Q4
Hulda Munoz,snake,California,8798.32,Q4
Curtis Cannon,401k,New York,6813.06,Q4
Troy Ballard,401k,Massachusetts,4926.55,Q4
Manuel Boyd,watermelon,California,6328.93,Q4
Roxie McCormick,homeopathic remedy,Texas,2134.91,Q4
Rodney Day,watermelon,New York,7746.99,Q4
Troy Ballard,401k,Florida,3628.39,Q4
Jose Harmon,watermelon,New York,3575.21,Q4
Birdie Simmons,watermelon,California,4249.67,Q4
Manuel Boyd,homeopathic remedy,Massachusetts,950.71,Q4
Virgie Walton,watermelon,California,43.82,Q4
Iva Holmes,homeopathic remedy,New York,4007.55,Q4
Lelia Bowen,watermelon,New York,9058.96,Q4
Richard Logan,snake,Texas,7999.45,Q4
Eleanor Ford,homeopathic remedy,California,7024.57,Q4
Iva Holmes,401k,California,389.79,Q4
Shane Estrada,beanie baby,Massachusetts,5395.26,Q4
Douglas Edwards,watermelon,Texas,3764.48,Q4
Nannie Clarke,watermelon,Texas,3854.57,Q4
Lelia Graves,watermelon,Massachusetts,2460.15,Q4
Alice McGuire,beanie baby,New York,63.13,Q4
Ricky Burgess,homeopathic remedy,Florida,64.47,Q4
Cordelia Washington,watermelon,Texas,2372.26,Q4
Manuel Boyd,snake,Florida,9160.75,Q4
Lottie Graham,beanie baby,California,4561.19,Q4
Charlie West,snake,New York,2.13,Q4
Annie Perkins,watermelon,California,1082.53,Q4
Laura Morrison,401k,New York,901.36,Q4
Nettie Copeland,beanie baby,Massachusetts,140.50,Q4
Virgie Walton,watermelon,Massachusetts,714.49,Q4
Theresa Frazier,beanie baby,Texas,1282.67,Q4
Curtis Cannon,watermelon,Massachusetts,507.40,Q4
Mae Summers,beanie baby,Texas,51.51,Q4
Maude Hoffman,401k,Texas,5021.52,Q4
Alice McGuire,snake,New York,2155.47,Q4
Billy Lucas,401k,Texas,7108.70,Q4
Hulda Munoz,snake,California,5399.70,Q4
Shane Estrada,beanie baby,New York,333.73,Q4
Shane Estrada,snake,Florida,3700.35,Q4
Bruce Berry,watermelon,California,7468.48,Q4
Angel Reese,homeopathic remedy,New York,215.21,Q4
Jeanette Robertson,beanie baby,Texas,699.29,Q4
Birdie Simmons,homeopathic remedy,New York,2.64,Q4
Gilbert Horton,snake,New York,78.06,Q4
Mary Townsend,homeopathic remedy,Florida,3229.24,Q4
Jason Park,watermelon,Texas,5500.46,Q4
Estella Dawson,watermelon,New York,3637.03,Q4
Lelia Graves,401k,Massachusetts,769.95,Q4
Isabella Santiago,watermelon,Massachusetts,3670.66,Q4
Emily Gardner,401k,Florida,2319.80,Q4
Tom Massey,snake,New York,6451.06,Q4
Lottie Graham,401k,Texas,2.43,Q4
Angel Reese,snake,California,264.31,Q4
Josephine Bowen,snake,Texas,3864.73,Q4
Jeff Jennings,snake,Florida,5.15,Q4
Estella Dawson,beanie baby,Massachusetts,148.29,Q4
Myrtle Hodges,401k,Texas,1271.56,Q4
Lelia Bowen,beanie baby,Massachusetts,148.70,Q4
Alejandro Castro,401k,Florida,4819.11,Q4
Warren Warren,snake,Massachusetts,654.02,Q4
Johnny Wagner,watermelon,Massachusetts,83.58,Q4
Jeremiah Norton,watermelon,Florida,41.62,Q4
James Green,snake,Texas,9475.93,Q4
Elmer McLaughlin,beanie baby,Florida,2195.68,Q4
Nannie Clarke,homeopathic remedy,Texas,853.93,Q4
Warren Warren,401k,Texas,4030.60,Q4
Emily Gardner,snake,Texas,4567.31,Q4
Antonio Walton,snake,Texas,5665.32,Q4
Angel Reese,homeopathic remedy,Massachusetts,3636.19,Q4
Douglas Edwards,snake,New York,7563.76,Q4
Sophia Wilson,401k,Massachusetts,225.63,Q4
Helen Kelly,snake,California,1989.37,Q4
Lola Wade,snake,Florida,50.46,Q4
Emily Gardner,beanie baby,Florida,8924.05,Q4
Iva Holmes,401k,Texas,1166.53,Q4
Sophia Stephens,homeopathic remedy,California,3508.36,Q4
Ivan Moore,401k,New York,475.72,Q4
Henrietta Wood,watermelon,California,659.78,Q4
Josephine Bowen,beanie baby,Florida,4431.67,Q4
Sophia Stephens,401k,California,3686.84,Q4
Gilbert Horton,401k,Florida,5886.50,Q4
Gertrude Harrington,401k,California,9761.05,Q4
Rodney Day,homeopathic remedy,California,9646.17,Q4
Mae Summers,homeopathic remedy,California,120.43,Q4
Nora Gray,401k,New York,1786.32,Q4
Eva Carter,watermelon,Massachusetts,478.52,Q4
Lula Thompson,snake,Massachusetts,139.45,Q4
Billy Lucas,snake,New York,814.30,Q4
Bruce Berry,beanie baby,Texas,7241.71,Q4
Johnny Wagner,homeopathic remedy,Florida,943.38,Q4
Genevieve Thornton,401k,Florida,0.07,Q4
Edgar Wilkins,beanie baby,Massachusetts,7601.43,Q4
Samuel Yates,401k,Florida,9291.03,Q4
May Webster,401k,Massachusetts,5614.17,Q4
Nora Gray,watermelon,Texas,5128.65,Q4
Manuel Boyd,401k,Florida,9303.77,Q4
Emma Holmes,watermelon,New York,284.48,Q4
Iva Holmes,401k,Massachusetts,4949.49,Q4
Sarah Massey,snake,Texas,48.97,Q4
Roxie McCormick,watermelon,Massachusetts,646.27,Q4
Johnny Wagner,watermelon,California,18.93,Q4
Lula Thompson,beanie baby,Florida,2453.52,Q4
Irene Webster,homeopathic remedy,California,7771.45,Q4
Marc Bell,beanie baby,Florida,3344.54,Q4
Laura Morrison,snake,Massachusetts,3525.74,Q4
Jeanette Robertson,homeopathic remedy,Massachusetts,488.92,Q4
Sally Tucker,homeopathic remedy,New York,342.18,Q4
Billy Lucas,snake,Florida,5619.05,Q4
Lelia Graves,snake,Massachusetts,869.34,Q4
James Green,snake,Florida,2113.58,Q4
Ina Evans,beanie baby,New York,3556.17,Q4
Genevieve Thornton,snake,Texas,3611.28,Q4
Eva Carter,homeopathic remedy,California,6942.81,Q4
Tom Massey,homeopathic remedy,Florida,4084.42,Q4
Emily Gardner,401k,Florida,4130.60,Q4
Lula Thompson,watermelon,New York,5091.62,Q4
Roxie McCormick,snake,Florida,8188.41,Q4
Emily Gardner,snake,Florida,4894.49,Q4
Shawn Martin,watermelon,Texas,9683.81,Q4
May Webster,snake,New York,5565.73,Q4
Bruce Berry,watermelon,California,3283.17,Q4
Lottie Graham,401k,Texas,3652.87,Q4
Ina Evans,401k,Massachusetts,3970.64,Q4
Douglas Edwards,401k,New York,1740.27,Q4
Jeremiah Norton,watermelon,Texas,5379.44,Q4
Ivan Moore,snake,New York,44.65,Q4
May Webster,snake,California,1738.33,Q4
Eleanor Ford,401k,Texas,77.92,Q4
Jeff Jennings,401k,Florida,669.28,Q4
Ida Ellis,beanie baby,Florida,888.92,Q4
Nora Brooks,watermelon,Massachusetts,4528.32,Q4
Eleanor Patrick,homeopathic remedy,New York,7431.92,Q4
Charlie West,401k,Florida,67.72,Q4
Shane Estrada,beanie baby,Florida,189.08,Q4
Jeremiah Norton,homeopathic remedy,Florida,2093.58,Q4
Maude Hoffman,snake,Florida,6037.67,Q4
Mary Townsend,snake,Massachusetts,1.09,Q4
Cordelia Washington,watermelon,Texas,0.05,Q4
Sarah Massey,beanie baby,New York,152.67,Q4
Sally Tucker,401k,New York,2333.68,Q4
Shane Estrada,watermelon,Florida,9734.17,Q4
Annie Perkins,homeopathic remedy,New York,1408.07,Q4
Myrtle Hodges,snake,Massachusetts,317.74,Q4
Nora Gray,watermelon,New York,4764.53,Q4
Estella Dawson,watermelon,New York,653.58,Q4
Theresa Frazier,beanie baby,Florida,2641.10,Q4
Shane Estrada,401k,Texas,450.60,Q4
Henrietta Wood,snake,Texas,187.52,Q4
Emma Holmes,watermelon,Florida,739.37,Q4
Iva Holmes,homeopathic remedy,Texas,4015.51,Q4
Chris Atkins,401k,Florida,3778.73,Q4
Gary Griffith,homeopathic remedy,Massachusetts,311.18,Q4
Eleanor Patrick,beanie baby,New York,5602.40,Q4
Angel Reese,homeopathic remedy,California,7758.19,Q4
Curtis Cannon,snake,Massachusetts,44.73,Q4
Richard Logan,watermelon,Florida,520.45,Q4
Nelle Alexander,watermelon,New York,3846.12,Q4
Alice McGuire,homeopathic remedy,New York,8102.75,Q4
Troy Ballard,snake,California,2484.45,Q4
Laura Morrison,watermelon,California,6311.39,Q4
Alice McGuire,beanie baby,Massachusetts,26.68,Q4
Georgie West,401k,Massachusetts,270.81,Q4
Sally Tucker,401k,New York,5385.68,Q4
Lottie Graham,homeopathic remedy,Florida,9619.01,Q4
Helen Kelly,snake,Florida,2605.18,Q4
James Green,homeopathic remedy,Florida,4574.96,Q4
Nelle Alexander,beanie baby,Texas,1136.54,Q4
Maude Hoffman,snake,New York,3861.21,Q4
Tillie Bryant,homeopathic remedy,Massachusetts,1685.14,Q4
Tillie Bryant,beanie baby,Massachusetts,618.17,Q4
Billy Lucas,homeopathic remedy,Texas,1628.88,Q4
Theresa Frazier,watermelon,Texas,4556.32,Q4
Irene Webster,watermelon,California,7180.32,Q4
Edgar Wilkins,401k,Texas,6703.32,Q4
Sophia Wilson,snake,California,420.20,Q4
Jose Harmon,401k,New York,4521.20,Q4
Lelia Graves,homeopathic remedy,California,7516.57,Q4
Mark Parks,401k,New York,0.10,Q4
James Green,401k,California,9667.14,Q4
Jesus Hampton,401k,New York,3872.35,Q4
Sarah Massey,snake,Texas,2807.30,Q4
Shawn Martin,401k,Florida,2506.35,Q4
Mamie Roy,beanie baby,New York,925.38,Q4
Jesus Hampton,homeopathic remedy,Texas,253.25,Q4
Lelia Graves,watermelon,New York,4071.68,Q4
Maude Hoffman,401k,California,7832.07,Q4
Cody Duncan,snake,Massachusetts,4250.11,Q4
Helen Kelly,snake,California,4099.38,Q4
Angel Reese,401k,Florida,1341.75,Q4
Shawn Martin,401k,Florida,2548.89,Q4
Alice McGuire,homeopathic remedy,Florida,1689.16,Q4
Shawn Martin,homeopathic remedy,New York,270.27,Q4
Laura Morrison,snake,Florida,1183.98,Q4
Eva Carter,beanie baby,Massachusetts,3004.97,Q4
Richard Luna,snake,Florida,3564.13,Q4
Nannie Clarke,watermelon,New York,4713.21,Q4
Jeremiah Norton,snake,New York,1791.55,Q4
Gertrude Harrington,homeopathic remedy,Massachusetts,1467.64,Q4
Estelle Zimmerman,beanie baby,New York,4022.41,Q4
Georgie West,snake,New York,164.07,Q4
Lula Thompson,401k,New York,8731.68,Q4
Tillie Bryant,401k,Texas,2643.78,Q4
Viola Watson,401k,California,2177.92,Q4
Lela Harvey,beanie baby,Florida,1882.00,Q4
Warren Warren,401k,Florida,7558.02,Q4
Emma Holmes,beanie baby,Massachusetts,406.16,Q4
Ian Miller,snake,Texas,8957.59,Q4
Mae Summers,homeopathic remedy,New York,545.16,Q4
Shawn Martin,401k,Massachusetts,9727.79,Q4
Winnie Norman,watermelon,Texas,4895.92,Q4
Myrtle Hodges,watermelon,Texas,4338.70,Q4
Mark Parks,401k,Florida,210.99,Q4
Eva Carter,homeopathic remedy,Massachusetts,319.28,Q4
Addie Sutton,homeopathic remedy,Florida,7582.61,Q4
Tillie Bryant,beanie baby,Texas,359.15,Q4
Nettie Copeland,snake,New York,7316.14,Q4
Nettie Copeland,snake,Florida,8943.04,Q4
Kenneth Hamilton,401k,New York,2211.82,Q4
Rodney Day,homeopathic remedy,Florida,2695.45,Q4
Isabella Santiago,snake,New York,2526.59,Q4
Maude Hoffman,401k,California,3304.87,Q4
Estella Dawson,watermelon,Florida,1764.85,Q4
Chris Atkins,snake,Massachusetts,703.46,Q4
Lula Thompson,snake,Texas,576.05,Q4
Alejandro Castro,snake,Texas,1158.26,Q4
Hulda Munoz,401k,Massachusetts,9138.80,Q4
Marc Bell,watermelon,Texas,289.87,Q4
Shawn Martin,snake,Massachusetts,4812.89,Q4
Gertrude Harrington,snake,California,3301.56,Q4
Richard Luna,watermelon,Massachusetts,7453.54,Q4
Antonio Walton,homeopathic remedy,Florida,56.81,Q4
Billy Lucas,watermelon,Massachusetts,6066.09,Q4
Jason Park,watermelon,Florida,2412.31,Q4
Alejandro Castro,watermelon,Texas,205.23,Q4
Shawn Martin,homeopathic remedy,California,8683.92,Q4
Birdie Simmons,homeopathic remedy,Florida,7098.18,Q4
Lelia Graves,401k,Texas,510.21,Q4
May Webster,watermelon,Massachusetts,8283.80,Q4
Ivan Moore,401k,Florida,996.11,Q4
Ina Evans,snake,Florida,4108.31,Q4
Lula Thompson,beanie baby,Florida,3009.28,Q4
Elmer McLaughlin,watermelon,Massachusetts,8293.94,Q4
Troy Ballard,homeopathic remedy,Florida,6078.17,Q4
Eva Carter,beanie baby,New York,7601.78,Q4
Nora Brooks,watermelon,New York,1517.50,Q4
Jeanette Robertson,watermelon,Florida,1673.67,Q4
Ricky Burgess,snake,New York,9635.53,Q4
Sophia Stephens,watermelon,Massachusetts,119.18,Q4
Edgar Wilkins,snake,California,1713.58,Q4
Manuel Boyd,homeopathic remedy,Texas,5977.10,Q4
Abbie Jenkins,401k,New York,5569.87,Q4
Lelia Bowen,snake,California,3473.59,Q4
Iva Holmes,401k,Florida,1437.63,Q4
Sarah Massey,watermelon,Florida,942.68,Q4
Nelle Alexander,watermelon,Texas,5320.34,Q4
Ivan Moore,homeopathic remedy,Massachusetts,1.76,Q4
Charlotte Bryan,watermelon,Florida,682.51,Q4
Emily Gardner,watermelon,California,781.31,Q4
Georgie West,401k,Massachusetts,9912.53,Q4
Gilbert Horton,homeopathic remedy,Florida,5380.98,Q4
Shane Estrada,snake,Florida,0.08,Q4
Irene Webster,beanie baby,Massachusetts,4124.96,Q4
Nora Brooks,snake,New York,3175.59,Q4
Jose Harmon,401k,Florida,217.76,Q4
Lottie Graham,snake,New York,3102.45,Q4
Emma Holmes,401k,Texas,7851.02,Q4
Samuel Yates,snake,California,5426.61,Q4
Ivan Moore,watermelon,New York,6354.41,Q4
Emily Gardner,401k,New York,1470.77,Q4
Alejandro Castro,watermelon,California,1527.09,Q4
Gertrude Harrington,beanie baby,Texas,9736.42,Q4
Ida Ellis,homeopathic remedy,California,2406.24,Q4
Mamie Roy,watermelon,Massachusetts,4257.54,Q4
Curtis Cannon,401k,Florida,1137.98,Q4
Troy Ballard,homeopathic remedy,Texas,4006.39,Q4
Iva Holmes,401k,California,9388.29,Q4
Sophia Wilson,homeopathic remedy,Florida,6882.33,Q4
Ida Hale,401k,California,1340.92,Q4
Eva Carter,beanie baby,Florida,1165.38,Q4
Eva Carter,homeopathic remedy,California,110.86,Q4
Cordelia Washington,homeopathic remedy,New York,7505.27,Q4
Tom Massey,beanie baby,Texas,5778.87,Q4
Jeremiah Norton,beanie baby,Florida,4991.02,Q4
Emily Gardner,homeopathic remedy,Texas,0.62,Q4
Eva Carter,401k,California,2503.27,Q4
Viola Watson,homeopathic remedy,Massachusetts,1494.72,Q4
Annie Perkins,beanie baby,Florida,7396.40,Q4
Emma Holmes,watermelon,New York,3385.35,Q4
Mark Parks,401k,California,54.30,Q4
Viola Watson,homeopathic remedy,Texas,879.57,Q4
Birdie Simmons,watermelon,Texas,2677.77,Q4
Manuel Boyd,beanie baby,Texas,9311.92,Q4
Billy Lucas,watermelon,California,9884.56,Q4
Jeremiah Norton,beanie baby,Texas,8925.15,Q4
Theresa Frazier,homeopathic remedy,California,1670.87,Q4
Sophia Wilson,401k,Florida,6926.98,Q4
Troy Ballard,watermelon,Texas,1373.16,Q4
Henrietta Wood,beanie baby,Florida,8282.26,Q4
Addie Sutton,401k,Florida,6858.53,Q4
Bruce Berry,watermelon,Florida,5700.88,Q4
Abbie Jenkins,beanie baby,New York,8621.15,Q4
Irene Webster,beanie baby,Texas,9393.27,Q4
Hulda Munoz,homeopathic remedy,New York,6203.81,Q4
Stephen Baker,snake,Texas,5101.21,Q4
Gary Griffith,snake,New York,9.42,Q4
Addie Sutton,401k,Texas,8727.80,Q4
Isabelle Mills,beanie baby,Florida,2787.30,Q4
Ian Miller,beanie baby,Florida,3112.84,Q4
Nora Gray,401k,Texas,3045.28,Q4
Henrietta Wood,watermelon,California,2769.62,Q4
Charlie West,401k,California,6719.73,Q4
Ivan Moore,watermelon,Massachusetts,6128.61,Q4
Bruce Berry,snake,New York,979.45,Q4
Eleanor Ford,watermelon,Massachusetts,452.67,Q4
Helen Kelly,watermelon,New York,1815.72,Q4
Birdie Carter,snake,Massachusetts,3759.59,Q4
Eleanor Ford,beanie baby,Florida,379.47,Q4
Ivan Moore,watermelon,Texas,5301.78,Q4
Richard Luna,homeopathic remedy,Texas,3.38,Q4
Abbie Jenkins,watermelon,Texas,9387.96,Q4
Shane Estrada,401k,Massachusetts,4896.69,Q4
Birdie Carter,snake,Massachusetts,1283.02,Q4
Mae Summers,homeopathic remedy,Florida,4.66,Q4
Caroline Berry,watermelon,Texas,3914.74,Q4
Stephen Baker,401k,Texas,3448.70,Q4
Marc Bell,homeopathic remedy,Texas,4085.19,Q4
Isabella Santiago,401k,New York,1.68,Q4
Nora Brooks,homeopathic remedy,New York,5779.91,Q4
Eleanor Ford,snake,Texas,925.50,Q4
Josephine Bowen,beanie baby,Texas,1522.71,Q4
Marc Bell,snake,Florida,1483.15,Q4
Gary Griffith,beanie baby,Florida,2062.78,Q4
Annie Perkins,homeopathic remedy,New York,8250.74,Q4
Nannie Clarke,homeopathic remedy,New York,292.98,Q4
Cody Duncan,homeopathic remedy,California,117.17,Q4
Jesus Hampton,snake,Florida,5003.26,Q4
Ida Hale,401k,Texas,1313.43,Q4
Johnny Wagner,watermelon,California,538.67,Q4
Ida Hale,401k,California,2646.11,Q4
